URL,Title,Description,H1,WordCount,Issues
"https://writeoffcalc.com","Free Tax Write Off Calculator 2026 | Small Business & Section 179","Calculate your small business tax write offs instantly. Includes 2026 Standard Mileage Rates, Section 179 SUV deductions, and self-employment tax estimator.","",948,"Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/","Free Tax Write Off Calculator 2026 | Small Business & Section 179","Calculate your small business tax write offs instantly. Includes 2026 Standard Mileage Rates, Section 179 SUV deductions, and self-employment tax estimator.","",948,"Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/about","Write Off Calculator | US Tax, Auto & Debt Tools","Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.","Precision in every calculation.",790,"Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog","Tax & Insurance Blog | Expert Guides for 2026 | Write Off Calculator","Expert advice on tax write-offs, insurance total loss disputes, and mileage deductions. Read our latest guides.","Financial Wisdombase",4537,"Page Titles: Over 60 Characters; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H2: Multiple (High Count); Canonicals: Missing"
"https://writeoffcalc.com/mileage-write-off-calculator","Mileage Write Off Calculator 2026 | Standard Rate vs Actual | Write Off Calculator","Calculate your work mileage deduction using the 2026 IRS Standard Mileage Rate (70 cents/mile) or compare it against actual vehicle expenses.","",728,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/car-write-off-calculator","Car Write Off Calculator | Total Loss Value & Insurance Check | Write Off Calculator","Is your car a total loss? Use our free write-off calculator to estimate insurance payouts and check if repair costs exceed the threshold.","",758,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/debt-write-off-calculator","Debt Write Off Calculator | Debt Forgiveness & Settlement Estimator | Write Off Calculator","Estimate how much debt you could write off through settlement or forgiveness. Check eligibility based on financial hardship.","",720,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/teacher-write-off-calculator","Teacher Tax Draw Calculator 2026 | Educator Expense Deduction | Write Off Calculator","Calculate your educator expense deduction for 2026 taxes. Updated with the inflation-adjusted $300+ limit and standard deduction rules.","",712,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/farm-write-off-calculator","Farm Write Off Calculator 2026 | Schedule F & Section 179 | Write Off Calculator","Calculate your farm tax write-offs for 2026. Includes the Section 179 limit updates and Bonus Depreciation phase-down rules.","",701,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; H1: Missing; Canonicals: Missing"
"https://writeoffcalc.com/section-179-guide","Section 179 Vehicle List 2026 | Heavy SUV & Truck Deduction Guide | Write Off Calculator","Complete guide to Section 179 limits for 2026. Learn how to write off G-Wagons, Trucks, and heavy SUVs over 6,000 lbs with 100% Bonus Depreciation.","Section 179 Vehicle Guide (2026 Edition)",1360,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/mileage-rates-2026","IRS Standard Mileage Rates 2026 | Business Mileage Guide | Write Off Calculator","Official IRS Standard Mileage Rates for 2026. Learn the 70 cents/mile business rate, commuting rules, and how to keep a compliant mileage log.","IRS Mileage Rates 2026",1069,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/total-loss-faq","Total Loss FAQ | Car Insurance Write-Off Thresholds by State | Write Off Calculator","What happens when your car is totaled? Learn the Total Loss Formula (TLF), Actual Cash Value (ACV) negotiation, and state thresholds.","Total Loss Survival Guide",1032,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/privacy-policy","Write Off Calculator | US Tax, Auto & Debt Tools","Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.","Privacy Policy",1074,"Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/terms-of-service","Write Off Calculator | US Tax, Auto & Debt Tools","Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.","Terms of Service",938,"Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/disclaimer","Write Off Calculator | US Tax, Auto & Debt Tools","Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.","Disclaimer",924,"Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/contact","Write Off Calculator | US Tax, Auto & Debt Tools","Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.","Get in Touch",298,"Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/tax-loss-harvesting-101","Tax Loss Harvesting: Turning Red Ink into Green Refunds | WriteOffCalc | Write Off Calculator","Don't let a market crash go to waste. Learn how to sell losing assets to offset your gains and up to $3,000 of your regular salary.","Tax Loss Harvesting: Turning Red Ink into Green Refunds",1512,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/bonus-depreciation-phase-out-schedule","Bonus Depreciation is Dying: The 2026 Phase-Out | WriteOffCalc | Write Off Calculator","We are down to 20% bonus depreciation in 2026. Unless Congress acts, it hits 0% next year. Here is why you should buy assets NOW.","Bonus Depreciation is Dying: The 2026 Phase-Out",1426,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/self-employment-tax-guide-2026","The 15.3% Surprise: Self-Employment Tax Guide 2026 | WriteOffCalc | Write Off Calculator","New freelancers often forget about FICA taxes. Here is how to calculate your quarterly estimated payments and avoid penalties.","The 15.3% Surprise: Self-Employment Tax Guide 2026",1385,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/capital-gains-tax-rates-2026","Capital Gains Tax Rates 2026: Short vs. Long Term | WriteOffCalc | Write Off Calculator","Holding an asset for 366 days can save you 20% in taxes. Here are the 0%, 15%, and 20% brackets for 2026.","Capital Gains Tax Rates 2026: Short vs. Long Term",1446,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/rental-property-depreciation-guide","Depreciation 101 for Rental Property Owners | WriteOffCalc | Write Off Calculator","Depreciation is a 'phantom expense' that saves you thousands. Learn the 27.5-year rule and how to separate land value.","Depreciation 101 for Rental Property Owners",1572,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/wash-sale-rule-explained-crypto","The Wash Sale Rule: Stocks vs. Crypto | WriteOffCalc | Write Off Calculator","Sold Tesla at a loss and bought it back? You just triggered a Wash Sale. But does this rule apply to Bitcoin in 2026?","The Wash Sale Rule: Stocks vs. Crypto",1709,"Page Titles: Over 60 Characters; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/child-tax-credit-2026-updates","The Child Tax Credit (2026): A Complete Parent's Guide | WriteOffCalc | Write Off Calculator","The tax landscape for parents is shifting as TCJA provisions near expiration. Here is the definitive guide to the $2,000 credit, refundability caps, and income phase-outs for 2026.","The Child Tax Credit (2026): A Complete Parent's Guide",3159,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/electric-vehicle-tax-credit-list-2026","EV Tax Credit 2026: Which Cars Still Qualify? | WriteOffCalc | Write Off Calculator","The $7,500 credit list gets shorter every year due to battery sourcing rules. Check the compliant vehicle list for 2026.","EV Tax Credit 2026: Which Cars Still Qualify?",1546,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/hsa-contribution-limits-2026","HSA Contribution Limits 2026: The Ultimate Retirement Hack | WriteOffCalc | Write Off Calculator","Health Savings Accounts (HSAs) are the most tax-efficient accounts in existence. See the 2026 limits, the triple-tax advantage, and why you should never spend this money on doctor's visits.","HSA Contribution Limits 2026: The Ultimate Retirement Hack",3094,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/solar-tax-credit-2026","The Ultimate Guide to the 2026 Solar Tax Credit (ITC) | WriteOffCalc | Write Off Calculator","The Residential Clean Energy Credit is locked in at 30% through 2032. Here is the definitive guide to claiming panels, batteries, and avoiding the 'Roof Replacement' audit trap.","The Ultimate Guide to the 2026 Solar Tax Credit (ITC)",3050,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/augusta-rule-renting-home","The Augusta Rule: Rent Your Home to Your Business Tax-Free | WriteOffCalc | Write Off Calculator","Named after the Master's Tournament, this rule allows you to rent your home to your business for up to 14 days a year completely tax-free.","The Augusta Rule: Rent Your Home to Your Business Tax-Free",1728,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/section-121-exclusion-home-sale","Selling Your Home? The $500k Tax-Free Loophole | WriteOffCalc | Write Off Calculator","The Section 121 Exclusion allows you to pocket up to $500,000 of profit from your home sale tax-free. Here are the residency rules.","Selling Your Home? The $500k Tax-Free Loophole",1613,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/moving-expenses-deduction-2026","Moving Expenses: Are They Deductible in 2026? | WriteOffCalc | Write Off Calculator","The TCJA suspended the moving expense deduction for most people. See who is still eligible (it's mostly just the military).","Moving Expenses: Are They Deductible in 2026?",1760,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/bad-debt-write-off-business","Bad Debt: Writing Off Unpaid Invoices | WriteOffCalc | Write Off Calculator","Client ghosted you? If you use accrual accounting, you can write off that bad debt. Cash basis taxpayers are out of luck.","Bad Debt: Writing Off Unpaid Invoices",1519,"Page Titles: Over 60 Characters; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/medical-expense-deduction-threshold","Medical Expenses: The 7.5% Hurdle Explained | WriteOffCalc | Write Off Calculator","Most people can't write off medical bills because of the 7.5% AGI floor. Use our calculator logic to see if you qualify.","Medical Expenses: The 7.5% Hurdle Explained",1476,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/gambling-losses-tax-deduction","Can I Write Off Gambling Losses? Only If You Win. | WriteOffCalc | Write Off Calculator","You can deduct gambling losses, but there is a catch: You can never deduct more than you won. Here is how to itemize your bad luck.","Can I Write Off Gambling Losses? Only If You Win.",1760,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/student-loan-forgiveness-tax-bomb","Is Student Loan Forgiveness Taxable in 2026? (The Tax Bomb Explained) | WriteOffCalc | Write Off Calculator","The 'Tax Bomb' is currently paused, but specific state laws might still trigger a massive bill. Check if your state taxes forgiveness as income.","Is Student Loan Forgiveness Taxable in 2026? (The Tax Bomb Explained)",1674,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/charitable-contribution-limits-2026","Charitable Contribution Limits 2026: The Complete Donor's Guide | WriteOffCalc | Write Off Calculator","Updated for 2026: The 60% AGI limit for cash, the huge tax savings of donating stock, and the strict rules for donating cars and clothing.","Charitable Contribution Limits 2026: The Complete Donor's Guide",3025,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/startup-costs-write-offs","The 2026 Guide to Startup Costs: Deducting Before You Launch | WriteOffCalc | Write Off Calculator","Spent money in 2026 launching a business in 2026? You can deduct up to $5,000 of those startup costs immediately. Here is the strict timeline you must follow.","The 2026 Guide to Startup Costs: Deducting Before You Launch",3153,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/home-office-deduction-guide","The Ultimate Safe Guide to the Home Office Deduction (2026) | WriteOffCalc | Write Off Calculator","Terrified of an audit? Don't be. The Home Office Deduction is safe if you follow these two golden rules. Learn the 'Simplified' vs 'Actual Expense' methods.","The Ultimate Safe Guide to the Home Office Deduction (2026)",3163,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/standard-mileage-rates-2026","2026 Standard Mileage Rates: The Complete Business Guide | WriteOffCalc | Write Off Calculator","The IRS has announced the new standard mileage rates for 2026. Business mileage is up, but should you use it? We analyze the 'Standard vs Actual' dilemma.","2026 Standard Mileage Rates: The Complete Business Guide",3084,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/section-179-vehicle-list-2026","Section 179 Vehicle List 2026: The Ultimate Tax Write-Off Guide | WriteOffCalc | Write Off Calculator","The 'Hummer Tax Loophole' is your best defense against 2026 tax liability. Discover the full list of trucks and SUVs over 6,000 lbs that qualify for accelerated depreciation.","Section 179 Vehicle List 2026: The Ultimate Tax Write-Off Guide",3402,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/teacher-tax-deductions-guide-2026","Teacher Tax Deductions 2026: The Ultimate Guide for Educators | WriteOffCalc | Write Off Calculator","Are you claiming your $300 educator expense deduction? Learn what qualifies, what doesn't, and how recent tax law changes affect your tax return.","Teacher Tax Deductions 2026: The Ultimate Guide for Educators",2154,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/total-loss-thresholds-by-state","Total Loss Thresholds by State: When Is Your Car a Goner? (2026 Map) | WriteOffCalc | Write Off Calculator","Is your state 75%, 100%, or a 'Formula' state? Check our complete 50-state list to see exactly how much damage it takes to total your vehicle.","Total Loss Thresholds by State: When Is Your Car a Goner? (2026 Map)",2581,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/category-n-write-off-explained","Category N Write-Off Explained: Can You Buy It Back? (2026 Guide) | WriteOffCalc | Write Off Calculator","Category N (formerly Cat D) means 'Non-Structural' damage. Learn the risks of buying a Cat N car, how to insure it, and the precise math behind the write-off decision.","Category N Write-Off Explained: Can You Buy It Back? (2026 Guide)",3515,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"
"https://writeoffcalc.com/blog/how-is-car-write-off-value-calculated","How Is Car Write-Off Value Calculated? (The Insider Guide) | WriteOffCalc | Write Off Calculator","Understand the secret formula insurance adjusters use to value your totaled car. Learn about Actual Cash Value (ACV), the 75% rule, and how to negotiate for more.","How Is Car Write-Off Value Calculated? (The Insider Guide)",3206,"Page Titles: Over 60 Characters; Page Titles: Over 580 Pixels (Truncated); Meta Description: Over 155 Characters; Meta Description: Over 990 Pixels; Security: Missing HSTS Header; Security: Missing Content-Security-Policy Header; Security: Missing X-Frame-Options Header; Security: Missing X-Content-Type-Options Header; Security: Missing Secure Referrer-Policy Header; Canonicals: Missing"