URL,Status Code,Status,Content Type,Size (Bytes),Response Time (ms),Title,Title Length,Meta Description,Desc Length,H1,H1 Length,Word Count,Canonical URL,Meta Robots,Inlinks,Outlinks,Issues
https://writeoffcalc.com,200,Success,text/html,39451,515,Free Tax Write Off Calculator 2026 | Small Business & Section 179,65,"Calculate your small business tax write offs instantly. Includes 2026 Standard Mileage Rates, Section 179 SUV deductions, and self-employment tax estimator.",156,,0,948,,,0,18,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/,200,Success,text/html,39451,10,Free Tax Write Off Calculator 2026 | Small Business & Section 179,65,"Calculate your small business tax write offs instantly. Includes 2026 Standard Mileage Rates, Section 179 SUV deductions, and self-employment tax estimator.",156,,0,948,,,128,18,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/about,200,Success,text/html,31652,279,"Write Off Calculator | US Tax, Auto & Debt Tools",48,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,Precision in every calculation.,31,790,,,84,19,Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/blog,200,Success,text/html,135372,333,Tax & Insurance Blog | Expert Guides for 2026 | Write Off Calculator,68,"Expert advice on tax write-offs, insurance total loss disputes, and mileage deductions. Read our latest guides.",111,Financial Wisdombase,20,4537,,,67,44,Page Titles: Over 60 Characters; H2: Multiple (High Count); Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/mileage-write-off-calculator,200,Success,text/html,28559,271,Mileage Write Off Calculator 2026 | Standard Rate vs Actual | Write Off Calculator,82,Calculate your work mileage deduction using the 2026 IRS Standard Mileage Rate (70 cents/mile) or compare it against actual vehicle expenses.,141,,0,728,,,43,18,Page Titles: Over 60 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data
https://writeoffcalc.com/car-write-off-calculator,200,Success,text/html,28293,533,Car Write Off Calculator | Total Loss Value & Insurance Check | Write Off Calculator,84,Is your car a total loss? Use our free write-off calculator to estimate insurance payouts and check if repair costs exceed the threshold.,137,,0,758,,,47,18,Page Titles: Over 60 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data
https://writeoffcalc.com/debt-write-off-calculator,200,Success,text/html,27959,289,Debt Write Off Calculator | Debt Forgiveness & Settlement Estimator | Write Off Calculator,90,Estimate how much debt you could write off through settlement or forgiveness. Check eligibility based on financial hardship.,124,,0,720,,,42,18,Page Titles: Over 60 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data
https://writeoffcalc.com/teacher-write-off-calculator,200,Success,text/html,28421,290,Teacher Tax Draw Calculator 2026 | Educator Expense Deduction | Write Off Calculator,84,Calculate your educator expense deduction for 2026 taxes. Updated with the inflation-adjusted $300+ limit and standard deduction rules.,135,,0,712,,,43,18,Page Titles: Over 60 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data
https://writeoffcalc.com/farm-write-off-calculator,200,Success,text/html,28442,279,Farm Write Off Calculator 2026 | Schedule F & Section 179 | Write Off Calculator,80,Calculate your farm tax write-offs for 2026. Includes the Section 179 limit updates and Bonus Depreciation phase-down rules.,124,,0,701,,,42,18,Page Titles: Over 60 Characters; H1: Missing; Canonicals: Missing; Headings: H2 with Missing H1; Schema: Missing Structured Data
https://writeoffcalc.com/section-179-guide,200,Success,text/html,42443,250,Section 179 Vehicle List 2026 | Heavy SUV & Truck Deduction Guide | Write Off Calculator,88,"Complete guide to Section 179 limits for 2026. Learn how to write off G-Wagons, Trucks, and heavy SUVs over 6,000 lbs with 100% Bonus Depreciation.",147,Section 179 Vehicle Guide (2026 Edition),40,1360,,,42,20,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data
https://writeoffcalc.com/mileage-rates-2026,200,Success,text/html,37546,300,IRS Standard Mileage Rates 2026 | Business Mileage Guide | Write Off Calculator,79,"Official IRS Standard Mileage Rates for 2026. Learn the 70 cents/mile business rate, commuting rules, and how to keep a compliant mileage log.",142,IRS Mileage Rates 2026,22,1069,,,42,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data
https://writeoffcalc.com/total-loss-faq,200,Success,text/html,32689,280,Total Loss FAQ | Car Insurance Write-Off Thresholds by State | Write Off Calculator,83,"What happens when your car is totaled? Learn the Total Loss Formula (TLF), Actual Cash Value (ACV) negotiation, and state thresholds.",133,Total Loss Survival Guide,25,1032,,,42,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data
https://writeoffcalc.com/privacy-policy,200,Success,text/html,28960,317,"Write Off Calculator | US Tax, Auto & Debt Tools",48,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,Privacy Policy,14,1074,,,42,18,Canonicals: Missing; Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/terms-of-service,200,Success,text/html,26886,348,"Write Off Calculator | US Tax, Auto & Debt Tools",48,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,Terms of Service,16,938,,,42,18,Canonicals: Missing; Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/disclaimer,200,Success,text/html,26397,274,"Write Off Calculator | US Tax, Auto & Debt Tools",48,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,Disclaimer,10,924,,,42,18,Canonicals: Missing; Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/contact,200,Success,text/html,23643,290,"Write Off Calculator | US Tax, Auto & Debt Tools",48,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,Get in Touch,12,298,,,42,18,H2: Missing; Canonicals: Missing; Content: Thin Content (< 300 words); Schema: Missing Structured Data; Page Titles: Duplicate; Meta Description: Duplicate
https://writeoffcalc.com/blog/tax-loss-harvesting-101,200,Success,text/html,36737,273,Tax Loss Harvesting: Turning Red Ink into Green Refunds | WriteOffCalc | Write Off Calculator,93,"Don't let a market crash go to waste. Learn how to sell losing assets to offset your gains and up to $3,000 of your regular salary.",131,Tax Loss Harvesting: Turning Red Ink into Green Refunds,55,1512,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/bonus-depreciation-phase-out-schedule,200,Success,text/html,37873,289,Bonus Depreciation is Dying: The 2026 Phase-Out | WriteOffCalc | Write Off Calculator,85,"We are down to 20% bonus depreciation in 2026. Unless Congress acts, it hits 0% next year. Here is why you should buy assets NOW.",129,Bonus Depreciation is Dying: The 2026 Phase-Out,47,1426,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/self-employment-tax-guide-2026,200,Success,text/html,37905,290,The 15.3% Surprise: Self-Employment Tax Guide 2026 | WriteOffCalc | Write Off Calculator,88,New freelancers often forget about FICA taxes. Here is how to calculate your quarterly estimated payments and avoid penalties.,126,The 15.3% Surprise: Self-Employment Tax Guide 2026,50,1385,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/capital-gains-tax-rates-2026,200,Success,text/html,39095,308,Capital Gains Tax Rates 2026: Short vs. Long Term | WriteOffCalc | Write Off Calculator,87,"Holding an asset for 366 days can save you 20% in taxes. Here are the 0%, 15%, and 20% brackets for 2026.",105,Capital Gains Tax Rates 2026: Short vs. Long Term,49,1446,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/rental-property-depreciation-guide,200,Success,text/html,36779,299,Depreciation 101 for Rental Property Owners | WriteOffCalc | Write Off Calculator,81,Depreciation is a 'phantom expense' that saves you thousands. Learn the 27.5-year rule and how to separate land value.,118,Depreciation 101 for Rental Property Owners,43,1572,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/wash-sale-rule-explained-crypto,403,Client Error,text/html,39061,278,Bot Protection Triggered,24,,0,,0,0,,,1,0,Bot Protection: Access Restricted by Server
https://writeoffcalc.com/blog/child-tax-credit-2026-updates,200,Success,text/html,61386,500,The Child Tax Credit (2026): A Complete Parent's Guide | WriteOffCalc | Write Off Calculator,92,"The tax landscape for parents is shifting as TCJA provisions near expiration. Here is the definitive guide to the $2,000 credit, refundability caps, and income phase-outs for 2026.",180,The Child Tax Credit (2026): A Complete Parent's Guide,54,3159,,,1,21,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/electric-vehicle-tax-credit-list-2026,200,Success,text/html,36584,736,EV Tax Credit 2026: Which Cars Still Qualify? | WriteOffCalc | Write Off Calculator,83,"The $7,500 credit list gets shorter every year due to battery sourcing rules. Check the compliant vehicle list for 2026.",120,EV Tax Credit 2026: Which Cars Still Qualify?,45,1546,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/hsa-contribution-limits-2026,200,Success,text/html,60241,272,HSA Contribution Limits 2026: The Ultimate Retirement Hack | WriteOffCalc | Write Off Calculator,96,"Health Savings Accounts (HSAs) are the most tax-efficient accounts in existence. See the 2026 limits, the triple-tax advantage, and why you should never spend this money on doctor's visits.",189,HSA Contribution Limits 2026: The Ultimate Retirement Hack,58,3094,,,1,21,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/solar-tax-credit-2026,200,Success,text/html,58472,366,The Ultimate Guide to the 2026 Solar Tax Credit (ITC) | WriteOffCalc | Write Off Calculator,91,"The Residential Clean Energy Credit is locked in at 30% through 2032. Here is the definitive guide to claiming panels, batteries, and avoiding the 'Roof Replacement' audit trap.",177,The Ultimate Guide to the 2026 Solar Tax Credit (ITC),53,3050,,,1,21,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/augusta-rule-renting-home,200,Success,text/html,40105,313,The Augusta Rule: Rent Your Home to Your Business Tax-Free | WriteOffCalc | Write Off Calculator,96,"Named after the Master's Tournament, this rule allows you to rent your home to your business for up to 14 days a year completely tax-free.",138,The Augusta Rule: Rent Your Home to Your Business Tax-Free,58,1728,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/section-121-exclusion-home-sale,200,Success,text/html,39647,282,Selling Your Home? The $500k Tax-Free Loophole | WriteOffCalc | Write Off Calculator,84,"The Section 121 Exclusion allows you to pocket up to $500,000 of profit from your home sale tax-free. Here are the residency rules.",131,Selling Your Home? The $500k Tax-Free Loophole,46,1613,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/moving-expenses-deduction-2026,200,Success,text/html,40692,257,Moving Expenses: Are They Deductible in 2026? | WriteOffCalc | Write Off Calculator,83,The TCJA suspended the moving expense deduction for most people. See who is still eligible (it's mostly just the military).,123,Moving Expenses: Are They Deductible in 2026?,45,1760,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/bad-debt-write-off-business,200,Success,text/html,38388,259,Bad Debt: Writing Off Unpaid Invoices | WriteOffCalc | Write Off Calculator,75,"Client ghosted you? If you use accrual accounting, you can write off that bad debt. Cash basis taxpayers are out of luck.",121,Bad Debt: Writing Off Unpaid Invoices,37,1519,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/medical-expense-deduction-threshold,200,Success,text/html,37804,257,Medical Expenses: The 7.5% Hurdle Explained | WriteOffCalc | Write Off Calculator,81,Most people can't write off medical bills because of the 7.5% AGI floor. Use our calculator logic to see if you qualify.,120,Medical Expenses: The 7.5% Hurdle Explained,43,1476,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/gambling-losses-tax-deduction,200,Success,text/html,40255,259,Can I Write Off Gambling Losses? Only If You Win. | WriteOffCalc | Write Off Calculator,87,"You can deduct gambling losses, but there is a catch: You can never deduct more than you won. Here is how to itemize your bad luck.",131,Can I Write Off Gambling Losses? Only If You Win.,49,1760,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/student-loan-forgiveness-tax-bomb,200,Success,text/html,41624,298,Is Student Loan Forgiveness Taxable in 2026? (The Tax Bomb Explained) | WriteOffCalc | Write Off Calculator,107,"The 'Tax Bomb' is currently paused, but specific state laws might still trigger a massive bill. Check if your state taxes forgiveness as income.",144,Is Student Loan Forgiveness Taxable in 2026? (The Tax Bomb Explained),69,1674,,,1,19,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/charitable-contribution-limits-2026,200,Success,text/html,57038,282,Charitable Contribution Limits 2026: The Complete Donor's Guide | WriteOffCalc | Write Off Calculator,101,"Updated for 2026: The 60% AGI limit for cash, the huge tax savings of donating stock, and the strict rules for donating cars and clothing.",138,Charitable Contribution Limits 2026: The Complete Donor's Guide,63,3025,,,1,21,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/startup-costs-write-offs,200,Success,text/html,61785,597,The 2026 Guide to Startup Costs: Deducting Before You Launch | WriteOffCalc | Write Off Calculator,98,"Spent money in 2026 launching a business in 2026? You can deduct up to $5,000 of those startup costs immediately. Here is the strict timeline you must follow.",158,The 2026 Guide to Startup Costs: Deducting Before You Launch,60,3153,,,1,21,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/home-office-deduction-guide,200,Success,text/html,61594,358,The Ultimate Safe Guide to the Home Office Deduction (2026) | WriteOffCalc | Write Off Calculator,97,Terrified of an audit? Don't be. The Home Office Deduction is safe if you follow these two golden rules. Learn the 'Simplified' vs 'Actual Expense' methods.,156,The Ultimate Safe Guide to the Home Office Deduction (2026),59,3163,,,1,21,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/standard-mileage-rates-2026,200,Success,text/html,59660,290,2026 Standard Mileage Rates: The Complete Business Guide | WriteOffCalc | Write Off Calculator,94,"The IRS has announced the new standard mileage rates for 2026. Business mileage is up, but should you use it? We analyze the 'Standard vs Actual' dilemma.",154,2026 Standard Mileage Rates: The Complete Business Guide,56,3084,,,1,21,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/section-179-vehicle-list-2026,200,Success,text/html,67822,292,Section 179 Vehicle List 2026: The Ultimate Tax Write-Off Guide | WriteOffCalc | Write Off Calculator,101,"The 'Hummer Tax Loophole' is your best defense against 2026 tax liability. Discover the full list of trucks and SUVs over 6,000 lbs that qualify for accelerated depreciation.",174,Section 179 Vehicle List 2026: The Ultimate Tax Write-Off Guide,63,3402,,,1,22,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/teacher-tax-deductions-guide-2026,200,Success,text/html,49749,270,Teacher Tax Deductions 2026: The Ultimate Guide for Educators | WriteOffCalc | Write Off Calculator,99,"Are you claiming your $300 educator expense deduction? Learn what qualifies, what doesn't, and how recent tax law changes affect your tax return.",145,Teacher Tax Deductions 2026: The Ultimate Guide for Educators,61,2154,,,1,22,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/total-loss-thresholds-by-state,200,Success,text/html,67787,255,Total Loss Thresholds by State: When Is Your Car a Goner? (2026 Map) | WriteOffCalc | Write Off Calculator,106,"Is your state 75%, 100%, or a 'Formula' state? Check our complete 50-state list to see exactly how much damage it takes to total your vehicle.",142,Total Loss Thresholds by State: When Is Your Car a Goner? (2026 Map),68,2581,,,1,23,Page Titles: Over 60 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/category-n-write-off-explained,200,Success,text/html,63634,382,Category N Write-Off Explained: Can You Buy It Back? (2026 Guide) | WriteOffCalc | Write Off Calculator,103,"Category N (formerly Cat D) means 'Non-Structural' damage. Learn the risks of buying a Cat N car, how to insure it, and the precise math behind the write-off decision.",167,Category N Write-Off Explained: Can You Buy It Back? (2026 Guide),65,3515,,,1,24,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/blog/how-is-car-write-off-value-calculated,200,Success,text/html,61561,269,How Is Car Write-Off Value Calculated? (The Insider Guide) | WriteOffCalc | Write Off Calculator,96,"Understand the secret formula insurance adjusters use to value your totaled car. Learn about Actual Cash Value (ACV), the 75% rule, and how to negotiate for more.",162,How Is Car Write-Off Value Calculated? (The Insider Guide),58,3206,,,3,23,Page Titles: Over 60 Characters; Meta Description: Over 155 Characters; Canonicals: Missing; Schema: Missing Structured Data; Images: Missing Size Attributes
https://writeoffcalc.com/tax-write-off-calculator,200,Success,text/html,20895,81,"404: This page could not be found.Write Off Calculator | US Tax, Auto & Debt Tools",82,"Professional calculators for tax deductions, car insurance total loss, and debt forgiveness.",92,404,3,285,,noindex,1,18,Page Titles: Over 60 Characters; Canonicals: Missing; Content: Thin Content (< 300 words); Schema: Missing Structured Data; Meta Description: Duplicate